Day,Temperature (°C),Rainfall (mm),Humidity (%)
3565,3.0,14.2,47
3566,12.6,1.3,47
3567,21.9,18.8,40
3568,11.6,34.7,42
3569,27.8,15.7,83
3570,28.9,20.3,73
3571,30.6,10.6,100
3572,9.5,9.4,68
3573,34.4,28.6,28
3574,-3.3,25.9,57
3575,-1.7,0.6,33
3576,26.3,0.7,85
3577,7.6,29.9,98
3578,2.7,33.7,51
3579,-4.2,0.7,43
3580,12.5,44.2,71
3581,17.3,6.6,22
3582,-4.5,15.4,37
3583,22.4,22.7,58
3584,27.7,32.9,61
3585,4.5,42.5,46
3586,21.9,11.9,84
3587,19.2,31.4,25
3588,15.4,6.1,45
3589,1.7,46.1,45
3590,23.5,17.7,63
3591,5.7,37.7,24
3592,2.8,25.8,70
3593,9.6,36.1,92
3594,16.9,3.0,72
3595,34.4,34.7,54
3596,24.7,21.6,36
3597,30.8,25.0,68
3598,17.7,19.7,64
3599,8.5,32.2,98
3600,-2.9,38.9,96
3601,7.0,49.3,54
3602,27.1,26.8,66
3603,-3.0,39.9,74
3604,11.7,23.6,77
3605,2.7,24.5,52
3606,13.5,40.1,31
3607,3.6,21.7,26
3608,6.7,9.8,94
3609,29.1,39.5,93
3610,3.8,45.5,88
3611,12.9,29.3,45
3612,15.1,13.0,87
3613,29.4,30.4,70
3614,-3.1,34.1,58
3615,7.7,38.5,85
3616,24.2,7.3,94
3617,-1.6,6.0,64
3618,34.8,21.1,34
3619,17.8,49.4,76
3620,5.5,32.9,39
3621,3.5,49.2,81
3622,14.5,42.2,37
3623,27.6,37.8,81
3624,23.6,30.4,90
3625,33.3,15.9,78
3626,21.8,9.7,74
3627,4.7,21.5,52
3628,23.6,20.1,99
3629,1.3,42.7,81
3630,30.8,35.7,54
3631,15.0,44.1,21
3632,-2.5,7.4,51
3633,18.5,43.5,50
3634,25.5,37.8,77
3635,15.5,35.7,47
3636,12.3,46.1,48
3637,18.1,6.7,40
3638,31.2,10.9,35
3639,14.3,10.8,37
3640,7.8,24.0,75
3641,17.4,3.0,31
3642,22.5,16.7,34
3643,27.4,38.0,41
3644,5.6,18.5,52
3645,31.4,35.3,53
3646,19.0,3.4,38
3647,31.1,36.2,55
3648,-0.6,41.5,33
3649,13.7,27.5,52
3650,1.9,29.2,37
3651,24.8,12.0,38
3652,33.6,4.5,25
3653,-4.7,23.3,26
3654,22.9,42.7,89
3655,0.3,23.5,23
3656,19.2,47.3,79
3657,18.2,45.3,44
3658,7.6,41.3,20
3659,-3.9,45.3,66
3660,8.4,11.9,45
3661,6.3,25.0,87
3662,18.5,27.1,71
3663,15.2,26.5,21
3664,12.0,8.4,49
3665,19.7,19.4,56
3666,5.5,43.8,21
3667,21.4,35.1,96
3668,29.7,33.4,57
3669,5.6,4.1,38
3670,3.5,17.9,90
3671,14.9,43.9,39
3672,-4.3,27.3,79
3673,10.9,9.2,63
3674,28.0,39.4,96
3675,3.3,11.3,98
3676,3.5,40.7,80
3677,33.8,5.6,73
3678,4.2,36.0,53
3679,14.5,40.6,46
3680,16.8,6.2,52
3681,2.3,4.7,56
3682,20.2,18.5,39
3683,30.2,33.8,86
3684,25.6,5.4,30
3685,17.6,27.7,26
3686,10.1,4.6,91
3687,19.7,24.0,89
3688,-0.8,37.3,96
3689,0.5,14.2,93
3690,34.6,31.4,43
3691,30.9,21.9,59
3692,9.0,17.3,41
3693,5.8,47.8,96
3694,14.7,43.9,50
3695,10.4,15.0,37
3696,25.9,24.5,81
3697,32.8,36.8,21
3698,25.3,18.2,27
3699,-0.5,27.7,53
3700,24.4,47.8,34
3701,13.4,36.0,66
3702,12.4,26.9,61
3703,-1.3,9.0,80
3704,29.0,11.7,40
3705,19.4,40.4,30
3706,29.7,10.4,65
3707,31.0,17.3,38
3708,22.3,33.0,91
3709,13.2,49.9,59
3710,20.2,3.5,32
3711,9.2,49.8,98
3712,27.5,19.3,82
3713,3.9,6.6,21
3714,23.0,40.9,79
3715,19.4,19.6,97
3716,24.0,12.8,87
3717,22.7,40.9,21
3718,31.9,16.9,73
3719,15.2,48.8,68
3720,13.0,30.7,33
3721,-3.7,45.4,65
3722,33.5,19.4,26
3723,34.9,20.1,51
3724,25.6,12.4,53
3725,15.5,3.6,58
3726,31.7,22.0,72
3727,0.6,47.7,58
3728,17.1,9.9,20
3729,23.7,49.0,72
3730,23.3,15.1,91
3731,8.1,13.3,71
3732,24.4,12.4,79
3733,15.2,41.6,74
3734,29.3,4.8,61
3735,18.0,13.8,94
3736,28.9,42.0,59
3737,2.1,2.7,69
3738,20.2,41.2,100
3739,11.8,11.4,57
3740,23.2,15.6,47
3741,16.1,37.6,31
3742,13.3,35.0,36
3743,4.2,28.3,21
3744,29.4,31.1,57
3745,3.5,20.1,100
3746,29.1,42.5,67
3747,3.5,2.0,70
3748,-2.8,40.5,96
3749,12.8,36.1,51
3750,5.4,19.3,54
3751,29.3,27.5,78
3752,30.6,20.9,57
3753,22.6,12.8,29
3754,9.9,9.7,70
3755,0.6,13.4,55
3756,-4.4,32.9,79
3757,29.3,18.6,42
3758,19.6,4.5,34
3759,7.4,3.2,98
3760,-1.2,48.2,48
3761,-4.3,29.0,75
3762,7.6,27.4,82
3763,33.4,19.9,69
3764,32.9,38.1,37
3765,24.8,48.8,27
3766,-1.9,49.9,33
3767,4.7,27.5,20
3768,1.1,18.2,35
3769,0.9,26.0,26
3770,28.7,26.6,93
3771,0.1,41.4,92
3772,1.7,8.9,42
3773,27.8,6.8,66
3774,9.2,6.6,38
3775,4.8,32.5,22
3776,18.7,8.0,78
3777,25.1,29.8,30
3778,17.9,28.2,26
3779,11.7,7.1,22
3780,3.7,1.2,88
3781,8.2,17.8,52
3782,20.6,2.1,42
3783,-4.1,6.1,55
3784,7.9,30.9,47
3785,28.9,9.2,45
3786,-4.1,34.5,74
3787,-4.1,23.5,73
3788,-4.1,10.2,49
3789,-1.6,22.0,73
3790,28.3,31.2,94
3791,-3.2,32.5,30
3792,34.1,14.6,76
3793,8.6,19.0,67
3794,30.2,15.1,43
3795,-4.9,29.8,44
3796,6.7,8.4,70
3797,8.5,0.7,46
3798,12.0,3.8,34
3799,18.8,10.6,23
3800,22.5,26.4,53
3801,19.1,6.1,74
3802,7.7,48.2,21
3803,6.8,47.7,57
3804,19.9,20.7,100
3805,31.4,7.2,89
3806,27.3,49.7,71
3807,22.3,29.6,24
3808,28.3,27.7,24
3809,19.3,14.7,68
3810,22.4,34.6,58
3811,25.1,46.0,58
3812,20.0,6.4,39
3813,32.1,40.4,62
3814,17.1,32.9,82
3815,17.4,47.1,61
3816,29.1,13.9,86
3817,2.1,33.7,84
3818,2.5,25.0,33
3819,13.2,19.4,45
3820,22.2,40.0,60
3821,-1.5,3.5,26
3822,29.3,34.8,39
3823,2.9,38.5,99
3824,2.9,2.9,70
3825,-1.2,40.9,70
3826,32.5,9.6,47
3827,-0.7,18.7,66
3828,31.9,48.3,88
3829,16.1,40.1,78
3830,25.8,7.2,38
3831,3.3,2.4,33
3832,29.0,38.0,32
3833,5.5,43.7,100
3834,29.0,18.8,72
3835,29.1,45.0,23
3836,-1.4,43.2,95
3837,23.9,42.5,83
3838,22.2,3.1,53
3839,20.0,14.3,52
3840,14.7,40.8,35
3841,21.8,0.7,63
3842,2.3,1.2,68
3843,6.9,4.9,81
3844,4.8,22.3,33
3845,2.9,37.2,42
3846,13.6,47.4,86
3847,4.8,39.2,25
3848,33.9,12.6,100
3849,26.6,26.7,50
3850,18.2,23.3,34
3851,11.8,25.6,54
3852,25.7,6.4,69
3853,29.5,10.6,20
3854,-3.2,47.4,67
3855,34.6,21.2,68
3856,19.8,35.2,25
3857,-4.2,25.6,77
3858,8.3,30.5,62
3859,23.5,20.4,35
3860,33.5,37.6,34
3861,23.5,26.6,57
3862,-2.4,25.9,35
3863,14.4,31.6,67
3864,-4.7,14.1,75
3865,14.1,2.5,84
3866,16.5,29.1,47
3867,10.7,22.5,70
3868,33.7,42.9,89
3869,-2.0,47.8,52
3870,-0.1,18.3,51
3871,8.4,43.6,91
3872,34.7,46.4,59
3873,13.2,28.6,66
3874,-1.4,18.3,47
3875,14.9,45.0,70
3876,19.8,1.8,33
3877,15.9,5.8,35
3878,23.1,1.7,62
3879,7.7,46.2,28
3880,15.0,19.7,75
3881,21.2,9.0,64
3882,25.2,44.2,70
3883,0.3,19.6,66
3884,5.7,27.7,68
3885,15.6,45.0,71
3886,5.7,36.6,29
3887,21.4,17.4,33
3888,23.1,9.7,46
3889,24.4,38.8,47
3890,7.6,27.4,96
3891,11.7,5.3,37
3892,32.2,41.7,79
3893,14.1,22.4,50
3894,17.2,48.1,29
3895,32.0,20.0,98
3896,7.1,4.1,56
3897,28.9,22.0,32
3898,-1.6,2.3,84
3899,10.3,12.1,95
3900,1.2,23.8,45
3901,8.2,36.6,48
3902,23.3,3.4,47
3903,31.5,14.0,95
3904,26.4,21.5,45
3905,14.8,3.2,83
3906,2.6,6.7,46
3907,-3.4,7.7,61
3908,26.0,11.5,61
3909,31.2,42.8,67
3910,12.5,12.4,90
3911,17.5,43.3,68
3912,34.8,18.0,58
3913,-3.7,17.8,23
3914,4.2,36.5,61
3915,21.6,28.8,48
3916,8.5,42.2,56
3917,7.8,24.4,43
3918,33.7,32.5,68
3919,25.9,17.0,64
3920,15.1,40.1,24
3921,33.8,18.1,38
3922,0.3,7.6,50
3923,27.3,31.4,74
3924,-3.5,17.0,44
3925,2.8,18.9,31
3926,9.0,40.4,55
3927,15.2,18.5,50
3928,17.8,43.2,76
3929,-4.2,4.8,30
3930,9.8,24.0,90
3931,4.0,13.9,34
3932,22.7,4.8,34
3933,20.7,41.5,38
3934,10.3,22.3,94
3935,32.1,43.6,75
3936,1.3,6.5,38
3937,17.6,0.1,60
3938,13.3,5.3,73
3939,3.7,3.0,49
3940,33.1,47.9,77
3941,17.9,22.9,58
3942,1.0,37.6,64
3943,4.6,28.5,33
3944,17.8,19.8,45
3945,19.7,2.0,78
3946,23.7,25.7,91
3947,10.1,49.0,84
3948,8.4,28.4,47
3949,-3.1,16.3,31
3950,-4.8,24.3,53
3951,6.7,3.4,21
3952,17.0,18.2,32
3953,26.2,24.5,57
3954,17.9,5.4,38
3955,0.1,15.5,90
3956,1.7,38.5,54
3957,2.7,33.4,55
3958,10.3,7.8,31
3959,24.1,38.3,61
3960,13.9,30.2,68
3961,6.9,47.7,80
3962,8.8,1.5,42
3963,20.5,48.2,83
3964,24.2,34.7,54
3965,16.8,17.1,71
3966,13.4,26.7,79
3967,11.7,26.4,95
3968,14.8,49.5,26
3969,30.5,44.4,78
3970,21.8,35.9,29
3971,11.6,5.3,38
3972,16.7,4.4,43
3973,22.9,14.4,57
3974,13.0,43.9,67
3975,23.4,30.7,82
3976,5.9,3.5,21
3977,17.8,34.1,35
3978,25.9,37.9,92
3979,21.3,0.4,24
3980,1.2,23.5,62
3981,25.5,45.0,95
3982,25.2,35.6,95
3983,14.6,10.2,91
3984,-4.4,12.3,65
3985,4.4,1.6,72
3986,20.6,0.7,97
3987,5.5,25.5,94
3988,16.9,29.6,40
3989,15.7,20.2,44
3990,14.0,38.1,60
3991,7.6,22.4,67
3992,25.4,38.2,42
3993,9.5,1.9,38
3994,24.3,17.1,34
3995,18.9,30.0,57
3996,9.1,19.5,80
3997,29.8,26.4,84
3998,34.6,40.6,86
3999,34.7,9.6,47
4000,-1.7,12.7,83
4001,11.4,24.8,37
4002,20.4,35.8,52
4003,24.9,28.1,78
4004,0.9,38.0,84
4005,10.8,46.9,55
4006,18.9,14.2,34
4007,-3.9,22.8,25
4008,31.5,38.1,28
4009,31.4,26.6,24
4010,18.7,16.0,34
4011,33.9,16.7,48
4012,23.9,46.9,54
4013,6.2,37.7,56
4014,3.8,23.1,59
4015,31.8,19.0,66
4016,16.4,33.5,84
4017,7.1,36.2,43
4018,20.8,21.1,96
4019,8.4,8.5,62
4020,-0.7,1.7,77
4021,13.8,5.6,66
4022,12.9,31.7,49
4023,8.0,4.9,51
4024,2.7,18.1,57
4025,20.9,2.0,46
4026,34.6,41.9,73
4027,16.9,35.8,91
4028,23.9,21.9,83
4029,7.9,32.4,42
4030,11.3,40.4,55
4031,32.6,41.0,100
4032,-4.0,46.3,22
4033,23.4,37.4,88
4034,22.5,42.4,79
4035,21.8,49.6,63
4036,0.4,18.0,63
4037,2.6,1.7,42
4038,27.7,15.5,86
4039,15.3,35.4,45
4040,5.3,46.0,26
4041,26.7,23.7,66
4042,25.5,48.4,67
4043,13.2,26.1,30
4044,25.1,27.1,23
4045,-1.5,17.4,68
4046,7.6,0.9,54
4047,25.7,43.3,65
4048,14.3,42.1,83
4049,-4.7,44.5,66
4050,23.6,15.3,76
4051,8.5,45.2,83
4052,-4.4,40.4,75
4053,17.4,33.5,53
4054,5.0,8.0,78
4055,11.6,44.9,98
4056,26.5,31.3,59
4057,28.8,38.3,54
4058,6.9,35.8,83
4059,31.6,28.7,42
4060,4.5,5.2,27
4061,3.9,45.9,36
4062,13.0,12.2,83
4063,25.3,5.1,26
4064,10.2,27.5,32
4065,31.0,17.9,68
4066,-1.6,7.1,22
4067,32.6,10.2,88
4068,-2.9,26.0,66
4069,1.5,6.1,36
4070,24.5,46.6,85
4071,9.6,17.4,39
4072,8.9,37.2,43
4073,34.3,6.8,69
4074,1.7,15.1,30
4075,0.7,23.9,93
4076,26.8,40.4,99
4077,32.9,40.5,48
4078,17.9,14.0,95
4079,16.6,13.3,68
4080,1.5,30.8,40
4081,16.4,13.6,32
4082,32.4,30.3,86
4083,26.6,1.4,28
4084,24.8,27.4,75
4085,26.2,35.1,42
4086,19.7,34.2,27
4087,35.0,21.4,80
4088,22.1,48.5,95
4089,-0.1,44.2,41
4090,14.2,10.2,58
4091,23.0,0.4,61
4092,21.8,36.7,24
4093,7.2,42.3,65
4094,28.5,18.0,52
4095,5.9,5.2,61
4096,14.2,7.7,53
4097,24.8,44.1,70
4098,32.3,14.5,51
4099,0.4,45.4,94
4100,-0.8,37.0,39
4101,12.1,16.2,97
4102,-0.4,48.6,71
4103,27.8,8.7,82
4104,23.6,22.2,21
4105,22.5,43.8,94
4106,11.0,0.8,64
4107,18.5,9.3,58
4108,9.4,47.2,30
4109,24.0,19.7,26
4110,31.0,15.2,32
4111,9.1,1.9,96
4112,16.4,44.6,72
4113,26.1,31.9,100
4114,26.7,39.6,69
4115,18.5,31.4,68
4116,-2.2,41.5,62
4117,23.9,32.9,56
4118,21.1,42.7,78
4119,19.9,37.9,36
4120,21.5,40.6,30
4121,14.0,16.3,51
4122,26.4,20.3,34
4123,5.4,27.4,41
4124,-3.5,13.9,72
4125,5.4,29.0,77
4126,25.4,17.6,91
4127,8.1,40.2,91
4128,6.7,15.7,89
4129,3.7,22.8,26
4130,15.6,13.7,22
4131,6.8,9.4,73
4132,9.3,43.2,90
4133,20.0,5.9,27
4134,-2.2,3.7,71
4135,24.3,40.0,91
4136,0.8,40.7,78
4137,-1.3,21.5,91
4138,0.2,16.5,51
4139,23.7,6.5,57
4140,34.1,27.8,58
4141,32.7,15.6,40
4142,29.6,39.8,51
4143,32.3,47.4,57
4144,-1.0,22.7,89
4145,16.4,30.4,20
4146,13.2,7.0,54
4147,17.3,31.1,79
4148,24.4,17.2,39
4149,1.5,28.2,38
4150,4.1,1.7,47
4151,0.8,32.6,30
4152,11.6,39.8,32
4153,25.2,31.8,66
4154,4.7,0.7,90
4155,12.1,29.4,75
4156,27.8,35.4,85
4157,9.1,26.2,85
4158,10.9,4.9,66
4159,20.7,9.4,47
4160,23.5,33.8,60
4161,10.4,7.6,67
4162,-4.9,24.7,70
4163,26.8,30.8,48
4164,23.0,33.0,40
4165,1.8,1.3,27
4166,12.0,13.1,76
4167,-4.9,13.5,42
4168,31.9,24.9,53
4169,22.4,4.2,56
4170,-4.2,29.5,23
4171,6.0,25.0,21
4172,27.4,22.4,76
4173,25.1,34.7,42
4174,13.8,15.3,44
4175,27.2,9.0,72
4176,19.1,9.8,87
4177,24.9,15.8,60
4178,32.2,48.5,50
4179,2.8,12.2,22
4180,4.2,2.7,63
4181,22.3,4.7,95
4182,15.7,15.8,21
4183,9.1,49.3,70
4184,31.9,42.5,100
4185,-1.0,12.4,44
4186,17.5,27.3,31
4187,-2.8,8.7,45
4188,19.7,16.0,59
4189,5.5,21.6,38
4190,7.8,35.8,66
4191,17.7,11.3,23
4192,18.7,9.3,41
4193,19.3,20.0,43
4194,22.2,49.8,74
4195,-0.9,37.2,53
4196,10.5,19.6,30
4197,7.7,8.5,52
4198,32.7,22.3,66
4199,8.3,46.1,63
4200,1.4,25.2,36
4201,3.1,42.4,93
4202,17.9,22.0,77
4203,4.9,32.9,64
4204,16.9,5.5,96
4205,23.0,11.0,66
4206,14.4,47.5,31
4207,20.2,6.4,33
4208,34.5,40.3,47
4209,10.6,38.7,24
4210,20.6,8.5,74
4211,20.9,32.1,96
4212,9.7,36.2,24
4213,8.3,20.6,96
4214,29.6,3.6,44
4215,-4.4,4.7,78
4216,7.6,15.3,63
4217,-1.6,11.7,85
4218,25.7,21.1,26
4219,7.8,50.0,35
4220,25.0,31.0,31
4221,12.6,49.3,97
4222,19.3,45.8,32
4223,25.4,3.8,51
4224,21.8,0.8,97
4225,13.9,40.3,72
4226,15.9,4.0,47
4227,-4.2,44.1,93
4228,9.5,7.5,69
4229,30.3,45.7,51
4230,-1.0,46.5,86
4231,24.4,49.9,81
4232,33.5,30.6,41
4233,8.6,18.2,92
4234,20.1,18.1,48
4235,3.2,18.3,84
4236,16.2,29.8,50
4237,22.4,23.6,22
4238,31.0,27.0,98
4239,-4.1,4.5,41
4240,24.3,46.7,90
4241,24.7,32.3,100
4242,28.8,4.6,65
4243,-2.0,0.3,99
4244,17.2,48.1,100
4245,22.8,23.0,77
4246,1.1,30.3,22
4247,-1.1,3.4,95
4248,6.7,49.1,57
4249,27.8,8.5,59
4250,29.0,40.4,76
4251,20.2,27.1,26
4252,26.4,2.1,44
4253,22.6,23.8,48
4254,15.7,31.4,40
4255,21.2,18.6,29
4256,19.2,7.1,50
4257,12.5,22.5,56
4258,32.8,18.0,92
4259,-4.0,44.5,32
4260,10.4,38.1,96
4261,23.4,12.3,37
4262,-3.5,49.9,96
4263,-1.8,23.1,21
4264,29.0,39.2,33
4265,3.4,39.0,85
4266,-0.5,26.1,37
4267,22.1,48.8,59
4268,23.2,2.2,77
4269,28.5,15.8,71
4270,6.5,23.8,83
4271,-4.2,8.6,75
4272,26.2,48.5,33
4273,31.1,25.1,79
4274,29.7,3.0,21
4275,-4.3,20.8,74
4276,6.8,8.3,30
4277,-1.7,35.7,27
4278,28.9,0.4,56
4279,22.1,5.6,82
4280,22.7,1.5,61
4281,-4.6,14.6,64
4282,20.6,11.1,95
4283,16.6,9.3,34
4284,24.2,22.0,38
4285,5.2,21.5,54
4286,5.9,47.4,29
4287,7.0,9.6,23
4288,33.8,20.1,24
4289,28.5,48.1,93
4290,5.3,47.5,21
4291,3.6,4.1,88
4292,5.9,44.9,70
4293,29.3,15.8,92
4294,18.1,17.6,21
4295,11.9,31.5,29
4296,32.9,29.1,38
4297,19.9,2.9,88
4298,0.5,2.2,89
4299,6.3,19.3,81
4300,4.2,38.2,51
4301,4.8,18.8,54
4302,16.1,5.6,54
4303,7.1,48.7,74
4304,32.2,5.3,38
4305,7.6,49.2,85
4306,10.2,34.4,90
4307,9.8,25.8,33
4308,2.1,5.1,66
4309,35.0,48.0,72
4310,7.0,21.7,80
4311,24.1,34.5,42
4312,20.6,19.0,47
4313,5.0,32.3,55
4314,0.8,24.5,28
4315,30.8,40.4,87
4316,11.2,16.4,28
4317,14.4,39.4,32
4318,22.3,5.1,84
4319,8.3,40.0,37
4320,30.5,47.2,60
4321,9.9,1.8,31
4322,-0.5,47.2,63
4323,18.0,38.5,49
4324,10.0,24.5,75
4325,7.0,32.7,73
4326,8.1,5.7,66
4327,8.2,1.2,66
4328,6.5,39.6,93
4329,12.7,36.0,38
4330,31.3,28.5,59
4331,8.4,46.3,62
4332,4.5,3.7,36
4333,1.5,0.1,40
4334,20.5,39.1,20
4335,16.3,49.0,78
4336,17.0,25.2,97
4337,14.5,6.5,63
4338,4.5,11.1,33
4339,8.7,31.5,93
4340,18.2,38.8,37
4341,13.2,15.0,44
4342,10.4,45.4,43
4343,16.7,36.4,93
4344,12.6,40.0,37
4345,16.5,1.3,55
4346,8.2,30.1,33
4347,26.1,41.3,34
4348,16.0,31.1,94
4349,21.3,22.9,86
4350,12.6,12.8,38
4351,34.6,28.4,47
4352,9.1,38.3,63
4353,33.2,25.7,96
4354,7.4,47.7,37
4355,14.6,39.5,42
4356,-4.6,1.6,95
4357,17.2,28.4,22
4358,29.5,43.5,66
4359,24.5,5.4,46
4360,24.8,24.5,65
4361,6.5,47.1,73
4362,5.7,11.1,87
4363,2.6,26.0,78
4364,24.2,10.8,77
4365,13.4,13.6,57
4366,31.8,5.3,30
4367,5.6,22.5,46
4368,22.0,30.2,56
4369,14.0,30.7,30
4370,2.7,39.6,34
4371,34.9,14.4,46
4372,30.1,49.6,79
4373,25.3,4.1,27
4374,5.1,11.6,76
4375,12.1,19.3,96
4376,18.4,45.5,43
4377,27.4,18.6,47
4378,12.0,19.0,64
4379,11.1,19.9,69
4380,2.7,23.5,37
4381,1.1,2.1,67
4382,24.4,5.5,76
4383,5.8,10.0,83
4384,6.4,18.1,81
4385,23.0,14.0,84
4386,32.8,38.7,61
4387,12.0,2.5,47
4388,12.6,24.4,82
4389,14.4,42.1,37
4390,23.0,48.5,86
4391,2.8,42.0,80
4392,21.4,18.0,96
4393,3.6,12.7,99
4394,16.4,9.6,37
4395,22.9,45.3,49
4396,31.2,25.2,26
4397,17.1,44.2,70
4398,0.6,18.6,69
4399,18.3,44.1,83
4400,27.4,35.6,48
4401,30.7,12.0,65
4402,13.9,26.5,25
4403,1.8,47.5,84
4404,0.7,20.8,86
4405,17.1,36.2,55
4406,19.0,43.9,89
4407,31.9,32.1,75
4408,8.3,35.6,66
4409,6.8,48.8,84
4410,7.3,5.7,45
4411,14.1,2.0,73
4412,28.8,27.9,31
4413,0.1,0.9,79
4414,19.8,0.4,36
4415,4.6,1.3,77
4416,25.4,29.8,68
4417,-4.3,6.0,78
4418,-4.2,0.6,45
4419,32.1,9.5,21
4420,21.2,28.1,91
4421,30.0,28.2,83
4422,-4.8,39.6,35
4423,32.4,20.6,60
4424,27.5,47.8,60
4425,26.7,41.3,57
4426,12.0,46.4,80
4427,-2.4,41.6,91
4428,8.7,33.7,55
4429,19.9,6.0,65
4430,30.9,47.9,56
4431,30.3,19.6,77
4432,26.8,45.6,27
4433,-2.0,18.9,73
4434,-0.7,25.6,39
4435,25.3,26.9,82
4436,21.5,49.7,41
4437,17.8,27.6,60
4438,15.3,28.4,64
4439,28.2,36.0,64
4440,20.2,38.6,100
4441,19.1,24.9,83
4442,6.8,0.7,49
4443,0.8,20.3,90
4444,34.3,7.4,26
4445,-2.5,15.2,48
4446,23.3,33.5,69
4447,17.0,25.4,75
4448,20.3,31.4,75
4449,14.3,22.9,76
4450,14.3,22.0,63
4451,-3.7,15.9,42
4452,32.2,44.8,68
4453,-3.0,41.0,93
4454,25.3,42.4,96
4455,6.9,29.4,78
4456,26.8,7.3,86
4457,3.1,31.8,76
4458,33.3,29.9,46
4459,-1.1,43.5,95
4460,3.8,14.8,75
4461,-4.4,14.4,33
4462,4.0,9.8,27
4463,29.9,40.7,73
4464,23.2,35.9,62
4465,30.6,30.0,97
4466,18.6,47.3,66
4467,14.0,23.7,66
4468,1.7,17.2,95
4469,6.8,17.1,32
4470,5.3,16.2,77
4471,8.7,6.9,31
4472,-2.8,13.1,44
4473,7.5,24.3,35
4474,4.2,40.7,81
4475,25.2,16.7,22
4476,15.2,49.7,48
4477,22.0,43.5,80
4478,27.6,1.0,90
4479,29.7,40.6,23
4480,-4.5,47.9,41
4481,12.1,41.7,68
4482,12.8,43.0,43
4483,16.2,1.8,93
4484,0.3,40.0,96
4485,14.5,38.8,67
4486,14.3,28.2,42
4487,19.9,35.0,76
4488,18.6,32.8,38
4489,9.6,5.0,62
4490,12.0,9.7,55
4491,25.8,10.5,38
4492,32.1,1.6,20
4493,4.1,9.5,91
4494,17.3,39.9,75
4495,24.7,28.6,45
4496,20.9,38.5,47
4497,7.5,18.2,80
4498,8.5,40.0,55
4499,23.6,14.1,97
4500,27.9,1.9,23
4501,23.1,16.0,99
4502,7.7,33.1,38
4503,20.8,14.4,50
4504,8.5,3.6,65
4505,8.7,6.9,29
4506,16.8,24.1,76
4507,2.3,6.5,64
4508,-0.2,33.7,73
4509,3.0,13.7,73
4510,5.4,20.3,69
4511,-4.6,6.4,83
4512,14.8,33.8,86
4513,2.3,22.2,85
4514,-2.9,32.2,36
4515,-0.3,33.7,50
4516,11.0,20.8,92
4517,17.3,4.2,22
4518,-4.3,40.3,96
4519,17.4,35.9,87
4520,-2.8,48.1,56
4521,17.6,21.6,78
4522,6.4,43.1,90
4523,12.8,39.0,99
4524,14.5,49.9,21
4525,13.5,21.9,81
4526,28.7,30.2,80
4527,29.8,4.8,78
4528,4.3,18.7,74
4529,34.0,14.2,51
4530,16.1,15.4,53
4531,34.8,23.4,60
4532,13.3,34.6,50
4533,6.3,20.0,45
4534,24.5,45.6,40
4535,20.2,19.6,73
4536,6.0,8.2,46
4537,-1.9,3.3,77
4538,15.1,8.1,51
4539,-2.8,25.5,71
4540,31.5,37.6,34
4541,-1.3,5.9,91
4542,-1.1,6.5,50
4543,19.1,30.0,73
4544,-2.5,21.9,71
4545,29.3,0.4,93
4546,1.6,1.7,58
4547,2.4,42.3,100
4548,15.4,48.4,28
4549,31.8,37.3,86
4550,3.4,20.8,20
4551,14.1,26.5,35
4552,16.6,18.1,57
4553,19.0,38.3,52
4554,25.4,34.8,25
4555,-1.3,41.6,91
4556,5.0,41.1,64
4557,-1.8,8.6,38
4558,11.6,29.0,90
4559,29.4,24.0,29
4560,7.8,20.6,69
4561,19.0,31.0,53
4562,1.3,34.9,74
4563,34.5,46.8,91
4564,34.2,37.6,77
4565,29.7,4.6,83
4566,2.9,16.0,73
4567,3.9,43.2,44
4568,4.2,24.9,99
4569,9.9,19.7,27
4570,6.9,10.9,55
4571,3.1,3.4,97
4572,5.6,5.6,32
4573,21.2,35.5,22
4574,-3.5,11.4,78
4575,-1.2,30.2,58
4576,21.7,45.6,100
4577,17.0,5.8,62
4578,32.1,40.3,38
4579,0.3,32.1,80
4580,30.7,25.9,88
4581,16.3,21.8,55
4582,-3.7,31.3,94
4583,30.2,48.0,73
4584,7.6,0.5,41
4585,12.9,31.1,72
4586,2.8,10.0,32
4587,1.5,32.6,99
4588,20.1,15.4,78
4589,3.6,36.1,84
4590,23.8,4.9,90
4591,4.3,46.0,95
4592,-0.6,17.7,99
4593,-0.1,13.6,25
4594,8.0,21.9,70
4595,4.7,22.2,87
4596,22.1,14.7,56
4597,11.5,16.3,84
4598,1.9,36.1,52
4599,14.1,3.3,54
4600,27.3,0.6,72
4601,34.5,49.6,88
4602,22.1,16.3,28
4603,31.3,22.4,53
4604,2.3,27.5,37
4605,11.5,44.3,76
4606,18.0,49.5,80
4607,5.5,27.8,95
4608,0.2,20.5,29
4609,27.7,17.3,64
4610,23.1,49.8,38
4611,18.2,33.7,92
4612,1.5,19.7,77
4613,6.7,8.7,39
4614,4.1,29.6,77
4615,29.9,37.8,24
4616,9.6,19.1,29
4617,30.9,27.9,28
4618,9.2,26.7,62
4619,27.5,14.9,86
4620,10.2,10.7,38
4621,-4.4,33.5,47
4622,-1.2,27.6,89
4623,4.4,43.2,98
4624,2.2,15.4,64
4625,17.4,36.4,29
4626,21.4,14.6,49
4627,9.5,38.4,86
4628,16.7,42.9,33
4629,10.5,11.4,61
